who played elaine  s boyfriend on  e1 	film actor film film performance character
where is  e1  now	american football football player rushing american football player rushing statistics team
what did  e1  die of	people deceased person cause of death
where is  e1  located	base aareas schema administrative area administrative parent
what is the speech i have a dream about  e1 	event public speaker speeches or presentations event speech or presentation presented work
what date was  e1  elected president	government politician election campaigns
where did  e1  go to high school	people person education education education institution
what timezone is  e1  in	location location time zones
what team does  e1  play 4	user szaijan fantasy football player nfl team
what dialects are spoken in the  e1 	location country languages spoken
where is glastonbury  e1 	dataworld gardening hint split to
who did  e1  have a baby with	base popstra celebrity infidelity victim base popstra infidelity perpetrator
what state was  e1  gas founded	organization organization headquarters location mailing address state province region
where does  e1  live now	people person places lived people place lived location
who is the leader of  e1  2012	government governmental jurisdiction governing officials government government position held office holder
who does  e1  play for	american football football player games american football player game statistics team
what type of cancer did  e1  die of	people deceased person cause of death
where  s  e1 	location location containedby
what is the currency in  e1 	location country currency used
when did  e1  live	symbols name source namesakes
what is the money of  e1  called	location country currency used
where did  e1  people come from	location location containedby
what is the  e1  mascot	sports sports team team mascot
where does the  e1  begin	geography river origin
who did  e1  cheat with	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
what are the major sports played in  e1 	sports sports team location teams
where did  e1  started his career	people deceased person place of death
what school did  e1  establish	organization organization founder organizations founded
where is  e1  ne	organization organization headquarters location mailing address state province region
who did  e1  marry	people person spouse s people marriage spouse
who will  e1  play for in 2011	sports drafted athlete drafted sports sports league draft pick team
what professional baseball team did  e1  play for	sports pro athlete teams baseball baseball historical roster position team
what is  e1 	base aareas schema administrative area administrative area type
who does  e1  play for	basketball basketball player team sports sports team roster team
where did  e1  and his wife live	people person places lived people place lived location
who plays the voice of  e1 	tv tv character appeared in tv program tv regular tv appearance actor
where is the  e1  located	location location containedby
what timezone is  e1 	location location time zones
who does  e1  play for	base schemastaging athlete extra salary base schemastaging athlete salary team
what did  e1  invent	law inventor inventions
what kind of money do you use in  e1 	location country currency used
where did  e1  go to school	people person education education education institution
what type of government does  e1  currently have	location country form of government
what movie did  e1  play in	film actor film film performance film
what is  e1 	geography mountain mountain type
what language do people speak in  e1 	location country languages spoken
who was  e1  and why was he important	people person profession
where is  e1  golf masters	book newspaper headquarters location mailing address country
what is the  e1  time zone	location location time zones
what does  e1  export	location statistical region major exports location imports exports by industry industry
where in tennessee are  e1  mountains	location location containedby
when did  e1  admit women	location location containedby
where is  e1  located	base locations countries continent
where  e1  go to school	people person education education education institution
what city is the state capital of  e1 	location us state capital
what form of government does  e1  have	location country form of government
where did pres  e1  go to college	people person education education education institution
where did  e1  go to college	people person education education education institution
who do  e1  play for	basketball basketball player former teams basketball basketball historical roster position team
what kind of currency does  e1  use	location country currency used
who does  e1  play for	sports pro athlete teams american football football historical roster position team
where  e1  located	location location containedby
who is  e1  boyfriend 2012	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
when did  e1  die	film film soundtrack
what teams did  e1  play for	sports pro athlete teams baseball baseball historical roster position team
where did chris  e1  go	people person places lived people place lived location
what currency do i need in  e1 	location country currency used
who does  e1  play for	american football football player current team american football football roster position team
when did  e1  start on in living color	tv tv actor starring roles tv regular tv appearance seasons
what wars did  e1  served in	book book subject works
which country does  e1  language come from	location location adjectival form
what did sir  e1  do	base argumentmaps innovator original ideas
what is the time zone in  e1  now	location location time zones
what language do  e1  people speak	location country languages spoken
what characters does  e1  play in family guy	tv tv actor starring roles tv regular tv appearance character
what continent is the  e1  located in	location location partially containedby
what is the capital city of  e1  usa	location administrative division capital location administrative division capital relationship capital
what years have the  e1  won the world series	sports sports team championships
where does  e1  live	fictional universe fictional character places lived
what planet was  e1  raised on	fictional universe fictional character places lived
what time does target in  e1  close	visual art art subject artwork on the subject
what was  e1   s political party	government politician party government political party tenure party
what style of art did  e1  do	visual art visual artist associated periods or movements
what country was  e1  from	people person places lived people place lived location
what type of language does  e1  speak	location country languages spoken
who is the voice actor for  e1 	film film character portrayed in films film performance actor
where did  e1  grow up	people person places lived people place lived location
what musical instruments did  e1  play	music group member instruments played
who voice acts  e1 	fictional universe fictional character character created by
what is the major language spoken in  e1 	location country official language
where is  e1 	base locations countries continent
what three countries does  e1  border	location location adjoin s location adjoining relationship adjoins
what language do they in  e1 	location country languages spoken
where was hockey  e1  2010 held	film film subject films
what division did the baltimore  e1  play in	sports sports team league sports sports league participation league
who is  e1  wife bio	base popstra celebrity lived with base popstra lived with participant
who is playing  e1 	film film character portrayed in films film performance actor
what years have the  e1  won the super bowl	sports sports team championships
what state was  e1  a senator for	government politician government positions held government government position held district represented
what county is  e1  from	music artist origin
who does  e1  think her father is	user duck1123 default domain adopted character adoptive parents
where do the  e1  play	sports sports team location
what happened to  e1  and her baby daddy	people person spouse s people marriage type of union
who does  e1  look up to	influence influence node influenced by
who is  e1  racing for	base nascar nascar driver team
what is the timezone in  e1  called	location location time zones
where was the battle of  e1  held	time event locations
who has  e1  played for	user cheunger sports test draft athlete drafted user cheunger sports test draft pick draft team
what is the time in  e1  if it is 8am in scotland	location location time zones
what state is  e1  located	organization organization headquarters location mailing address state province region
who married  e1 	people person spouse s people marriage spouse
what does the  e1  flag represent	symbols flag referent flag symbols flag use flag
what countries are located in the  e1 	location location containedby
who is  e1  oracle	people person profession
what are the airports in  e1 	location location nearby airports
what round did  e1  win in	base schemastaging person extra net worth measurement unit dated money value source
when did  e1  first run for president	user robert x2008 presidential election candidate presidential campaigns
what did  e1  do for science	symbols name source namesakes
what is the capital city of  e1  usa	location us state capital
what date did the  e1  win the world series	sports sports team championships
who is  e1  and what did he discover	people person profession
who was the president after  e1  died	government us president vice president
where people speak  e1 	location location containedby
what shows did  e1  produce	tv tv producer programs produced tv tv producer term program
what did  e1  do as an abolitionist	people person profession
who is  e1  and tamera mowry parents	people person parents
when was the last time  e1  invaded another country	military military combatant casualties military casualties military conflict
what country is beside  e1 	location location adjoin s location adjoining relationship adjoins
what country did  e1  represent	people person nationality
what is the official currency in  e1 	location country currency used
what currency does  e1  accept	location country currency used
what are the names of  e1  brothers and sisters	fictional universe fictional character siblings fictional universe sibling relationship of fictional characters siblings
where is hong kong  e1 	base locations countries continent
what city is the  e1  from	sports sports team location
what county is  e1  from	people person nationality
what country does  e1  export to	location statistical region places exported to location imports and exports exported to
what movies have  e1  starred in	award award nominee award nominations award award nomination nominated for
what was the name of  e1  children	people person children
how old was  e1  when he was elected president	base inaugurations inauguration speaker inauguration
what city is  e1  located	location location street address location mailing address state province region
who do  e1  worship	religion religion beliefs
what does a american  e1  look like	base petbreeds dog breed color
what teams did  e1  play 4	sports pro athlete teams basketball basketball historical roster position team
who played  e1  in friday the 13th	tv tv character appeared in tv program tv regular tv appearance actor
what currency does  e1  have	location country currency used
where was  e1  originally from	government politician government positions held government government position held district represented
where is  e1  located	location location containedby
where did the  e1  come from wiki	user narphorium default domain base equivalent location base
where is  e1  ohio	location location containedby
what was  e1  religion	people person religion
who is the voice of  e1  from family guy	film film character portrayed in films film performance actor
what language do  e1 	location location adjectival form
what is  e1  time zone	location location time zones
where is  e1  made	organization organization headquarters location mailing address citytown
what type of money do you use in  e1 	location country currency used
who is  e1  wife	people person spouse s people marriage spouse
what band does  e1  sing for	music group member membership music group membership group
what did  e1  die of	people deceased person cause of death
what are the four nations of the  e1 	base aareas schema administrative area administrative children
who are  e1   s husbands	people person spouse s people marriage spouse
what is the president of  e1   s name	government governmental jurisdiction governing officials government government position held appointed by
what language do  e1  speak	location country official language
what 4 teams did  e1  play for	ice hockey hockey player former team s ice hockey hockey previous roster position team
what is currency in  e1 	location statistical region gni in ppp dollars measurement unit dated money value currency
where is  e1  golf masters	location location containedby
who was the real  e1 	people person profession
what kind of money is used in  e1 	location country currency used
what currency do you use in  e1 	location country currency used
who owns  e1 	organization organization parent organization organization relationship parent
what is  e1 	people person profession
who is  e1  dating now 2012	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
what did  e1  announce at e3 2012	business issuer issue
where is  e1  headquarters	organization organization headquarters location mailing address citytown
who plays  e1  on angel	tv tv character appeared in tv episodes tv tv guest role actor
who all has  e1  played for	basketball basketball player former teams sports sports team roster team
what team did  e1  play football for	sports pro athlete teams sports sports team roster team
what language do  e1  use	people ethnicity languages spoken
what clubs has  e1  played for	soccer football player current team sports sports team roster team
where did  e1  travel	symbols name source namesakes
who plays  e1  on twilight	film film character portrayed in films film performance actor
where is  e1  golf masters	base biblioness bibs location state
where is  e1  now	sports pro athlete teams american football football roster position team
who has played  e1  on general hospital	tv tv character appeared in tv program tv regular tv appearance actor
what college did  e1  attend	people person education education education institution
what was the cause of death of  e1 	people deceased person cause of death
what kind of government does  e1 	location country form of government
what part of the world is  e1  in	location location containedby
who was  e1   s first husband	people person spouse s people marriage spouse
what season does  e1  have her second baby	people person nationality
who plays stewie griffin on  e1 	tv tv program regular cast tv regular tv appearance actor
what county is  e1  in	location location containedby
where is the head office of  e1  bank	organization organization headquarters location mailing address citytown
who created the  e1 	book book subject works
what hemisphere  e1 	location location partially containedby
who did  e1  get engaged to	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
what division is  e1  in	american football football team division
where is  e1  now	american football football player current team sports sports team roster team
where is  e1  located	base biblioness bibs location country
who does  e1  play in over the hedge	film actor film film performance character
who played  e1  on the tv show	tv tv program tv producer tv tv producer term producer
what state did  e1  represent	government politician government positions held government government position held jurisdiction of office
what city did  e1  grow up in	people person place of birth
where did  e1  live	people person places lived people place lived location
what country did  e1  came from	people person nationality
what county is  e1  tn in	location hud county place county
what was  e1   s wife name	people person spouse s people marriage spouse
where are they now  e1 	people person places lived people place lived location
where was  e1  born	people person place of birth
where does  e1  teach	martial arts martial artist martial art
where was  e1  buried	people deceased person place of burial
who did  e1  have a baby with	base popstra celebrity breakup base popstra breakup participant
when and where did the  e1  take place	time event locations
who  e1  engaged to	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
who did  e1  play for	basketball basketball player team sports sports team roster team
where is  e1  buried	people person place of birth
what highschool did  e1  graduated from	people person education education education institution
where did  e1  go to college	people person education education education institution
who is  e1  father	people person parents
who all has dated  e1 	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
who is the current coach of the  e1 	sports sports team coaches sports sports team coach tenure coach
where did  e1  originate	base locations countries continent
where is the  e1  located	location location containedby
what is the  e1  mascot	education educational institution mascot
who was  e1 	people person profession
when was  e1 	people person nationality
what teams did  e1  play for in the nba	basketball basketball player former teams sports sports team roster team
what events led to  e1   s downfall	people deceased person cause of death
what county is  e1  located in	location capital of administrative division capital of location administrative division capital relationship administrative division
what did  e1  compose	opera librettist libretti
who did  e1  sail for	people person profession
in what city did  e1  live	people person place of birth
who has  e1  played for	basketball basketball player team sports sports team roster team
what teams has  e1  played for	soccer football player current team sports sports team roster team
what kind of government system does  e1  have	location country form of government
what country was  e1  from	people person place of birth
where was  e1  born	people person places lived people place lived location
what are the four nations of the  e1 	location location adjoin s location adjoining relationship adjoins
where is  e1  located what continent	base locations countries continent
where did  e1  perform most of his plays	architecture architect structures designed
where was  e1  raised	people person place of birth
where is the  e1  located	location location containedby
what did  e1  sing	music artist track
where is the  e1  hall of fame located and when was the building opened	organization organization place founded
where is  e1  in a world map	geography island island group
where is  e1  now	american football football player passing american football player passing statistics team
where is the  e1 	location location containedby
who is  e1 	people person profession
where does the  e1  language come from	language human language main country
what language do  e1 	freebase linguistic hint adjectival form
what are some places to visit in  e1 	travel travel destination tourist attractions
what did  e1  writer	film film story contributor film story credits
who was real housewives  e1  married to	people person spouse s people marriage spouse
who will sponsor  e1  in 2011	business sponsored recipient sponsorship business sponsorship sponsored by
what is the currency in  e1  2012	location country currency used
where did  e1  and seal get married	people person spouse s people marriage location of ceremony
when was the last time the  e1  won a superbowl	sports sports team championships
where people speak  e1 	location administrative division first level division of
what country did  e1  sail for	people person place of birth
what language does  e1  people speak	location country languages spoken
who were  e1   s brothers and sisters	fictional universe fictional character romantically involved with fictional universe romantic involvement partner
what team did  e1  play for	american football football player former teams sports sports team roster team
where did  e1  die	people deceased person place of death
where does  e1  live	people person places lived people place lived location
where is greyhound station in  e1 	travel travel destination how to get here travel transportation transport operator
who did  e1  marry	people person spouse s people marriage spouse
what political party was  e1 	government politician party government political party tenure party
what is the currency in  e1  in 2010	location country gdp nominal per capita measurement unit dated money value currency
who has  e1  played for	user szaijan fantasy football player nfl team
what did  e1  do	people person profession
what did abraham lincoln do before he was  e1 	people person profession
what language do they  e1 	location country official language
what was  e1  first name	sports sports team previously known as
who played  e1  from star wars	tv tv character appeared in tv program tv regular tv appearance actor
where is the  e1  located	organization organization headquarters location mailing address country
which country does  e1  language come from	location location adjectival form
what the  e1  stands for	organization organization geographic scope
what is the best island to visit in  e1 	travel travel destination tourist attractions
where did the  e1  come from wiki	freebase equivalent topic equivalent domain
who does  e1  play for in 2009	sports pro athlete teams american football football roster position team
who plays  e1  on shameless	tv tv character appeared in tv episodes tv tv guest role actor
what else did  e1  invent	base argumentmaps innovator original ideas
what country does  e1  operate in	base schemastaging organization extra phone number base schemastaging phone sandbox service location
who plays the voice of  e1 	film film character portrayed in films film performance actor
what are the main languages of  e1 	location country languages spoken
what major airport is near  e1 	location location nearby airports
what states does the  e1  flow through	location location partially containedby
what currency does  e1  use	location country currency used
when did  e1  hit ct	meteorology tropical cyclone tropical cyclone season
who is  e1  parents	people person parents
what position does  e1 	sports pro athlete teams basketball basketball roster position position
where does ben stiller live in  e1 	base arthist helynevek helynev
where was  e1  standing when he was shot	people person places lived people place lived location
who makes  e1  voice	film film character portrayed in films film performance actor
what teams did  e1  play for	baseball baseball player former teams sports sports team roster team
what time zone is it in  e1  england	location location time zones
what was  e1  beliefs	user agroschim default domain significant follower school tradition
what main language do they speak in  e1 	location country official language
what team is  e1  playing for in 2010	american football football player games american football player game statistics team
what inventions did  e1  made	law inventor inventions
in which province  e1  is located	base aareas schema administrative area administrative parent
what team does  e1  play for 2012	basketball basketball player team sports sports team roster team
who should play  e1 	award award nominated work award nominations award award nomination award nominee
what college did  e1  play for	people person education education education institution
what team does  e1  play for	user szaijan fantasy football player nfl team
where is made  e1  car	organization organization headquarters location mailing address citytown
what currency does  e1  accept	location country currency used
what did  e1  do	american football football player current team sports sports team roster position
what kind of currency does  e1  have	location statistical region minimum wage measurement unit recurring money value currency
what is there to do in  e1 	location location contains
what is the official language in  e1 	location country official language
when did the battle of  e1  occur	location location containedby
what color are the  e1  uniforms	sports sports team colors
where did  e1  die	people deceased person place of death
what language they speak in the  e1 	location country official language
when did jennifer lopez start on  e1 	tv tv program regular cast tv regular tv appearance seasons
who played  e1  mother	people person parents
what currency is used in  e1  before euro	location country currency formerly used
where is the  e1  located	location location containedby
where does  e1  live	people person place of birth
who is  e1  playing for in 2012	basketball basketball player player statistics basketball basketball player stats team
who did  e1  marry	fictional universe fictional character married to fictional universe marriage of fictional characters spouses
what division did the baltimore  e1  play in	american football football team division
where is the best place to stay in  e1 	location administrative division capital location administrative division capital relationship capital
what time zone is it in  e1 	location location time zones
what airport to fly into to get to  e1 	location location nearby airports
where is  e1  headquarters	organization organization headquarters location mailing address citytown
what clubs has  e1  played for	soccer football player current team sports sports team roster team
what primary school did  e1  go to	people person education education education institution
what is the capital of  e1  state	base aareas schema administrative area capital
who did  e1  marry first	people person spouse s people marriage spouse
who drafted  e1 	basketball basketball player former teams sports sports team roster team
what is the time zone in  e1  called	location location time zones
what countries was the  e1  war between	military military conflict force strengths military force strength combatant
what type of government does the  e1 	location country form of government
what killed  e1 	people deceased person cause of death
when did  e1  first erupt	location location events
what did  e1  do	american football football player position s
where did  e1  go to prison	people deceased person place of death
what did  e1  die of	people deceased person cause of death
what money is used in the  e1 	location country currency used
where did sir  e1  die	people deceased person place of death
who does  e1  trade with the most	location statistical region places imported from location imports and exports imported from
what team did  e1  play for	american football football player former teams american football football historical roster position team
who does  e1  play 4	sports pro athlete teams american football football roster position team
where did  e1  get fired	american football football coach coaching history american football football historical coach position team
where was the battle of  e1  located	location capital of administrative division capital of location administrative division capital relationship administrative division
what system of government is used in the  e1 	location country form of government
where did  e1  grow up	people person place of birth
who is the voice of family guys  e1 	tv tv character appeared in tv program tv regular tv appearance actor
what is  e1  italy	base aareas schema administrative area administrative area type
who does  e1  play for in 2010	base schemastaging athlete extra salary base schemastaging athlete salary team
who does the voice of  e1  in knight rider	film film character portrayed in films film performance actor
what does the  e1  state flag look like	symbols flag referent flag symbols flag use flag
what team does  e1  play for	soccer football player matches played soccer football player match participation team
what other countries share a border with  e1 	location location adjoin s location adjoining relationship adjoins
what kind of mental illness did  e1  have	medicine notable person with medical condition condition
what countries did  e1  reign over	royalty monarch kingdom
what team does  e1  play for 2013	basketball basketball player player statistics basketball basketball player stats team
where is  e1  bora bora	location location containedby
where is the best place to stay in  e1 	location country capital
where do you fly into for  e1 	location location nearby airports
what is  e1  play style	basketball basketball player team basketball basketball roster position position
who has won the last 10  e1  championships	sports sports league teams sports sports league participation team
where people speak  e1 	base aareas schema administrative area administrative parent
what teams drafted the  e1 	basketball basketball player team sports sports team roster team
what currency should i take to  e1 	location statistical region gdp nominal per capita measurement unit dated money value currency
what was  e1  original purpose of his journey	people person profession
who did  e1  marry	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
how many major dialects are there in  e1 	location country languages spoken
what time zone is it in london  e1 	location location time zones
what country does  e1  come under	location location containedby
what did  e1  play in	film actor film film performance film
what money does  e1  use	location country currency used
what college did  e1  play for	american football football player former teams american football football historical roster position team
what  e1  bill gates own	architecture architectural structure owner structures owned architecture ownership structure
who played  e1  on one life to live	fictional universe fictional character married to fictional universe marriage of fictional characters spouses
where do most  e1  live	language human language main country
who is  e1 	people person profession
where did  e1  originate	food dish cuisine
what does  e1  do for living	people person profession
what did  e1  contribute to the industrial revolution	law inventor inventions
who founded the  e1  afl in 1886	organization organization founders
what province is  e1  canada located in	base biblioness bibs location state
what team did  e1  play for first	sports pro athlete teams sports sports team roster team
what did  e1  invent	law inventor us patents
who plays  e1  in family guy	film film character portrayed in films film performance actor
what team did  e1  play for	sports pro athlete teams baseball baseball historical roster position team
what language do they speak in  e1  yahoo	location country languages spoken
what were  e1   s goals	people person profession
who did  e1  married	people person spouse s people marriage spouse
where did the  e1  earthquake occur	time event locations
where is the nation of  e1  located	base locations countries continent
where did the  e1  come from wiki	people ethnicity geographic distribution
where is  e1  now	american football football player games american football player game statistics team
where did  e1  wilhelm fled to	people deceased person place of death
where did  e1  attend school	people person education education education institution
what to do in  e1  today	travel travel destination tourist attractions
who is engaged to  e1 	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
where is the  e1  located	location location containedby
what did the  e1  family control	people family country
what is  e1   s nationality	music artist origin
what was wrong with  e1 	people deceased person cause of death
where did president  e1  go to school	people person education education education institution
who was  e1  married too	people person spouse s people marriage spouse
who played  e1  on star trek the next generation	tv tv character appeared in tv episodes tv tv guest role actor
what do the  e1  believe in	organization organization founder organizations founded
what jobs did  e1  have	people person profession
in what state was the  e1  established	organization organization headquarters location mailing address state province region
who is  e1  married to 2012	people person spouse s people marriage spouse
what year did  e1  get drafted	sports drafted athlete drafted sports sports league draft pick draft
what country was  e1  from	people person nationality
what did  e1  invented	base argumentmaps innovator original ideas
what years did  e1  play baseball	baseball baseball player batting stats baseball batting statistics season
what currency should i take to  e1 	location statistical region major exports location imports exports by industry currency
where did  e1  died	people deceased person place of death
what country was  e1  from	people person nationality
what was  e1  trying to accomplish	base activism activist area of activism
who has  e1  married	people person spouse s people marriage spouse
what do  e1  speak	location country languages spoken
where was  e1  born	people person place of birth
what religion in  e1 	location statistical region religions location religion percentage religion
which countries does  e1  export to	location statistical region places exported to location imports and exports exported to
when were the  e1  founded	sports sports team founded
who played  e1  in knight rider	film film character portrayed in films film performance actor
which countries border  e1 	location location adjoin s location adjoining relationship adjoins
what teams did  e1  play for in the nba	basketball basketball player team basketball basketball roster position team
what was  e1  queen of	royalty monarch kingdom
who plays  e1  on family guy	cvg game character games cvg game performance voice actor
who does  e1  go out with	fictional universe fictional character romantically involved with fictional universe romantic involvement partner
who played  e1  on buffy the vampire slayer	cvg game character games cvg game performance voice actor
what team does  e1  play for 2013	basketball basketball player team basketball basketball roster position team
who played  e1  in the original superman	film film character portrayed in films film performance actor
what  e1 	business board member leader of organization leadership organization
what main language do they speak in  e1 	location country languages spoken
what year was  e1  drafted	sports drafted athlete drafted sports sports league draft pick draft
who played  e1  in scrubs	tv tv actor starring roles tv regular tv appearance series
who was  e1  married to	people person spouse s people marriage spouse
what other cars does  e1  make	base schemastaging organization extra phone number base schemastaging phone sandbox product or service
where does  e1  live	people person place of birth
what war was  e1  president for	event public speaker speeches or presentations event speech or presentation speech topic
what teams did  e1  play for	sports drafted athlete drafted sports sports league draft pick team
what currency does  e1  accept	location country currency formerly used
who was the  e1  considered to be	fictional universe person in fiction representations in fiction
who was  e1  influenced by	influence influence node influenced by
who does  e1  play for in the nba	sports pro athlete teams sports sports team roster team
what was the name of the newspaper where  e1  wrote	people person employment history business employment tenure company
what countries are in the  e1 	location location contains
where is  e1  from	people person place of birth
where is  e1 	base locations countries continent
who does  e1  play for in 2010	base x2010fifaworldcupsouthafrica world cup participant world cup team base x2010fifaworldcupsouthafrica current world cup squad current club
what type of money does  e1  use	location country currency used
who is the leader of  e1  now	government governmental jurisdiction governing officials government government position held appointed by
what money is used in  e1 	location country currency used
where did  e1  live before the flood	people person place of birth
what is  e1  play style	basketball basketball player position s
where are  e1  brakes from	organization organization place founded
what do  e1  speak	location country official language
what role did  e1  play in the abolition movement	organization organization founder organizations founded
what two countries share a border with the  e1 	location location partially containedby
where is  e1  at	location location containedby
who founded the  e1 	location location events
what college did  e1  go to	people person education education education institution
what teams has  e1  played for	sports pro athlete teams sports sports team roster team
who is the leader of  e1  2012	business employer employees business employment tenure person
who did  e1   s husband cheated on her with	fictional universe fictional character romantically involved with fictional universe romantic involvement partner
what types of government does  e1  have	location country form of government
what country is located in the  e1 	location location contains
where are  e1  appliances made	organization organization headquarters location mailing address country
what was  e1   s education	people person education education education institution
what type of political system does  e1  have	location country form of government
what type of political system is  e1 	location country form of government
what year did  e1  run for president	base politicalconventions presidential nominee nominated at
who owns  e1  2012	organization organization founders
where is the  e1  headquarters	organization organization headquarters location mailing address citytown
what team did  e1  play football for	american football football player former teams american football football historical roster position team
who did  e1  play for	sports pro athlete teams sports sports team roster team
what are the most common religions in the  e1 	location statistical region religions location religion percentage religion
what time does  e1  play football today	location location time zones
what challenges did  e1  have to face	medicine notable person with medical condition condition
who does  e1  play for	american football football player former teams sports sports team roster team
what language do  e1  in australia	film film language
who did  e1  descend from	people ethnicity included in group
where was  e1  raised	people person place of birth
what currency should you take to  e1 	location country currency used
what languages do they speak in  e1 	location country languages spoken
what team does  e1  play 4	american football football player former teams american football football historical roster position team
what country is the name  e1  from	people person nationality
what professional baseball team did  e1  play for	baseball baseball player former teams baseball baseball historical roster position team
what is the currency name of  e1 	location country currency used
what timezone are the  e1 	location location time zones
what is the religion of  e1  people	people person religion
what nationality is  e1 	people person nationality
what do  e1  people speak	freebase linguistic hint adjectival form
what is the name of the sacred text of  e1 	religion religion texts
who all has  e1  dated	celebrities celebrity sexual relationships celebrities romantic relationship celebrity
what movies does  e1  star in	film actor film film performance film
who plays  e1  in coronation street	food beer beer style
what did  e1  do	people person profession
where  e1  was born	people person place of birth
what language do  e1  people speak	location country official language
what team does  e1  play for	soccer football player current team soccer football roster position team
where did  e1  grew up	people person places lived people place lived location
what language does the  e1  speak	location country languages spoken
what was  e1  famous for	fictional universe fictional character occupation
who drafted  e1 	basketball basketball player former teams basketball basketball historical roster position team
what type of business is  e1  in	people person profession
what education does  e1  have	people person education education education institution
what part does  e1  play in family guy	tv tv actor starring roles tv regular tv appearance character
what do people speak in  e1 	location country languages spoken
where did  e1  invade to get resources	location location adjoin s location adjoining relationship adjoins
what countries was the  e1  war between	military military conflict combatants military military combatant group combatants
what do  e1  people speak	base rosetta languoid local name
where is  e1  from	people person place of birth
who will  e1  play for in 2011	american football football player passing american football player passing statistics team
where is the  e1  located	location location containedby
what to do in  e1 	travel travel destination tourist attractions
who played  e1 	tv tv character appeared in tv program tv regular tv appearance actor
where was  e1  born	base popstra celebrity vacations in base popstra vacation choice location
what clubs has  e1  played for	sports pro athlete teams sports sports team roster team
what is the political system of  e1 	location country form of government
what team  e1 	basketball basketball player player statistics basketball basketball player stats team
what did  e1  do	music musical group member music group membership role
what style of art does  e1  do	visual art visual artist associated periods or movements
who did  e1  marry	fictional universe fictional character married to fictional universe marriage of fictional characters spouses
what is the official language in  e1 	location country languages spoken
in which city was president  e1  killed	people deceased person place of death
what music did  e1  composed	music artist genre
what team does  e1  play for 2012	sports pro athlete teams basketball basketball roster position team
where did  e1  live	people person places lived people place lived location
what county is  e1  in	location hud county place place
where did  e1  people come from	user narphorium default domain base equivalent location base
who played  e1  in the film wizard of oz	film film character portrayed in films film performance actor
what are the major languages of  e1 	location country languages spoken
who plays jacob black in the  e1 	award award winning work awards won award award honor award winner
what did  e1  do	people person profession
who is  e1   s husband	base popstra celebrity infidelity victim base popstra infidelity perpetrator
who is the voice of  e1  from family guy	tv tv character appeared in tv program tv regular tv appearance actor
what county is  e1  in	location capital of administrative division capital of location administrative division capital relationship administrative division
what county is  e1  in	location hud county place county
where did  e1  people come from	location location containedby
where is  e1  from	sports sports team location
what are the mountains in  e1  called	location location partially contains
what team did  e1  play for	sports pro athlete teams sports sports team roster team
who is  e1 	people person profession
who does  e1  play for 2012	base schemastaging athlete extra salary base schemastaging athlete salary team
what job does  e1  brown have	people person profession
where does  e1  originate	language human language main country
what is there to do in  e1 	travel travel destination tourist attractions
who did  e1  cheat with	base popstra celebrity infidelity perpetrator base popstra infidelity participant
who is the  e1  football coach	american football football team current head coach
what happened to  e1 	people person profession
what college did  e1  go to	people person education education education institution
where did  e1  go to highschool	people person education education education institution
what kind of money does  e1 	location country gdp nominal measurement unit dated money value currency
who does  e1  play for now nov 2010	american football football player receiving american football player receiving statistics team
where is the  e1  studio	people person nationality
